@relation 50_10_5_10_5_1000

@attribute A1 {c,a,e,d,i,j,h,b,f,g}
@attribute A2 {h,c,d,g,j,i,e,a,f,b}
@attribute A3 {c,h,e,a,b,g,d,f,j,i}
@attribute A4 {e,c,d,g,f,b,h,a,j,i}
@attribute A5 {d,j,h,i,f,g,b,e,c,a}
@attribute A6 {d,h,b,g,c,j,f,e,a,i}
@attribute A7 {i,e,d,j,g,f,h,c,a,b}
@attribute A8 {g,e,c,h,d,j,i,f,a,b}
@attribute A9 {e,h,a,g,i,b,j,d,f,c}
@attribute A10 {i,j,b,f,d,a,c,h,g,e}
@attribute A11 {c,b,g,h,j,d,i,a,e,f}
@attribute A12 {a,g,c,f,j,e,h,d,b,i}
@attribute A13 {f,a,d,b,g,j,c,e,i,h}
@attribute A14 {d,f,j,b,c,g,i,a,h,e}
@attribute A15 {d,b,e,h,g,a,i,j,c,f}
@attribute A16 {h,d,i,j,a,g,c,f,b,e}
@attribute A17 {f,b,h,c,a,e,g,j,d,i}
@attribute A18 {h,f,c,i,e,g,j,a,b,d}
@attribute A19 {c,e,b,i,j,d,a,g,h,f}
@attribute A20 {j,h,b,d,c,f,g,e,a,i}
@attribute A21 {g,f,a,e,c,h,d,b,i,j}
@attribute A22 {e,h,g,a,j,b,i,c,f,d}
@attribute A23 {e,h,d,g,a,i,b,f,j,c}
@attribute A24 {i,g,c,h,d,j,a,f,b,e}
@attribute A25 {e,f,j,a,b,i,h,g,d,c}
@attribute A26 {g,b,c,a,d,j,i,h,f,e}
@attribute A27 {g,c,f,i,a,b,h,e,j,d}
@attribute A28 {i,c,e,j,b,d,f,h,g,a}
@attribute A29 {f,b,h,i,a,g,e,c,j,d}
@attribute A30 {a,g,d,b,i,j,h,f,e,c}
@attribute A31 {g,a,e,b,i,h,d,j,c,f}
@attribute A32 {c,d,i,h,f,j,g,e,b,a}
@attribute A33 {d,e,c,j,b,h,i,g,a,f}
@attribute A34 {d,b,e,h,i,a,c,j,f,g}
@attribute A35 {h,d,a,i,b,j,e,c,f,g}
@attribute A36 {e,i,b,h,a,d,g,f,j,c}
@attribute A37 {e,a,c,h,j,f,d,b,g,i}
@attribute A38 {j,b,a,d,h,g,e,c,f,i}
@attribute A39 {a,j,i,b,c,h,g,e,d,f}
@attribute A40 {e,c,g,d,i,h,a,f,b,j}
@attribute A41 {b,f,e,i,d,h,c,j,g,a}
@attribute A42 {a,h,i,f,d,e,j,c,b,g}
@attribute A43 {d,i,f,h,j,c,a,g,e,b}
@attribute A44 {c,h,f,i,d,g,j,a,e,b}
@attribute A45 {c,f,g,e,b,j,d,i,h,a}
@attribute A46 {a,f,d,i,g,e,c,j,b,h}
@attribute A47 {c,i,g,b,a,h,d,j,f,e}
@attribute A48 {c,g,d,i,j,h,b,a,e,f}
@attribute A49 {c,j,i,g,h,e,a,d,f,b}
@attribute A50 {f,j,h,a,e,d,c,b,g,i}
@attribute Class {c4,c1,c3,c2,c5}

@data
i,e,f,c,f,j,e,g,f,g,c,b,a,b,f,j,g,a,c,c,f,e,g,b,e,b,f,g,h,d,j,h,d,i,c,e,b,a,b,c,j,h,d,b,c,a,a,g,h,a,c3
f,c,h,e,f,j,d,i,g,f,d,a,g,e,b,h,e,d,g,f,h,c,d,f,e,c,j,e,f,f,b,g,i,d,a,i,j,e,e,g,a,h,c,g,d,b,b,i,h,f,c5
d,h,e,c,f,g,j,i,h,e,b,f,b,a,i,j,a,d,e,h,f,f,c,i,g,a,h,f,f,d,h,h,d,i,e,j,a,a,b,c,a,j,h,j,f,f,g,g,a,f,c3
f,e,i,i,f,d,j,i,j,j,j,a,g,f,h,e,e,f,h,d,g,g,j,f,i,j,j,b,f,b,f,g,g,d,c,e,d,e,e,j,f,h,i,j,g,g,a,i,a,a,c5
j,a,e,i,h,g,b,c,a,f,g,b,a,e,e,i,b,b,j,b,j,e,i,c,j,d,i,e,j,e,f,f,g,d,g,e,e,g,c,e,j,f,d,d,g,d,c,h,j,i,c1
f,f,c,c,h,e,c,c,a,i,g,a,a,d,e,i,i,e,e,b,c,f,b,c,c,d,i,e,h,e,b,f,e,j,i,e,a,i,c,j,a,f,g,g,f,h,a,j,b,i,c1
i,i,c,d,d,f,f,e,i,i,c,f,b,h,b,c,f,c,c,b,g,g,e,b,f,f,f,f,i,j,e,f,b,h,g,g,a,b,c,i,d,h,c,e,i,b,e,a,i,g,c2
i,e,j,g,i,f,b,h,f,i,e,f,b,j,b,c,j,f,c,j,b,g,i,e,f,e,f,f,g,h,j,f,b,f,j,j,h,e,c,c,d,d,b,j,b,b,d,d,i,j,c2
a,h,g,h,h,i,h,c,a,b,g,c,a,g,e,i,a,i,f,b,g,c,e,c,b,j,c,e,e,j,h,a,i,h,h,e,a,j,c,e,c,j,d,d,g,f,f,b,b,e,c1
f,b,g,b,g,d,g,a,e,e,j,c,f,d,g,d,f,g,e,g,g,e,i,f,h,g,a,a,b,j,c,c,e,a,d,e,e,j,h,b,b,a,d,h,i,c,e,c,c,h,c4
i,f,f,d,b,g,d,j,j,i,e,f,b,a,d,e,g,g,g,g,g,g,j,i,f,c,f,a,c,j,f,f,b,e,b,e,e,d,c,f,h,d,h,e,b,c,b,h,i,j,c2
a,e,h,i,g,d,i,g,j,f,b,j,f,d,d,d,a,f,c,h,g,b,a,f,a,j,j,d,b,i,h,b,h,f,j,e,f,j,g,a,b,a,d,h,g,e,c,c,c,f,c4
c,d,e,c,f,d,j,i,b,c,i,a,d,a,a,j,b,f,j,d,f,d,g,e,c,a,f,a,j,d,b,h,i,i,g,c,d,a,b,c,d,e,j,f,j,g,c,g,d,c,c3
i,h,g,c,d,g,j,i,f,i,e,f,b,h,e,b,h,h,e,a,i,g,c,a,f,f,f,e,f,d,g,f,b,i,j,j,b,a,c,i,e,j,h,f,g,i,e,f,i,f,c2
g,g,d,f,h,d,h,e,h,g,g,e,f,d,b,c,d,h,i,b,g,i,j,h,a,d,e,c,c,h,b,b,a,j,h,e,f,j,e,j,b,a,d,g,c,d,b,c,c,j,c4
i,d,f,h,c,g,d,h,d,i,d,f,b,f,d,i,a,e,c,g,i,g,j,j,f,j,f,a,h,c,d,f,b,i,h,h,i,h,c,i,a,d,j,i,g,a,a,e,i,b,c2
b,b,d,h,h,d,i,a,e,d,a,a,f,d,b,h,a,h,d,i,g,e,h,f,b,b,b,d,g,d,c,g,g,i,d,e,a,j,b,a,b,a,d,h,h,i,d,c,c,e,c4
d,e,i,h,f,d,c,e,g,i,d,a,f,d,a,g,f,i,j,a,g,e,j,g,i,g,f,j,d,h,g,j,e,d,g,e,g,j,d,c,b,a,d,e,c,c,f,c,c,f,c4
i,d,f,f,g,a,g,e,g,i,c,f,b,f,d,i,b,a,f,b,d,g,i,e,f,i,f,b,g,i,g,f,b,b,a,d,b,h,c,g,b,c,c,b,a,g,e,e,i,e,c2
j,c,g,c,h,c,i,c,a,j,g,i,a,f,e,i,c,d,g,b,h,i,a,c,a,j,f,e,g,i,i,d,e,j,i,e,b,c,d,f,g,c,h,i,f,a,c,d,h,j,c1
d,i,g,c,h,f,h,c,a,e,g,f,a,e,e,i,f,j,d,b,b,g,f,c,g,a,g,e,e,g,f,c,h,f,b,e,g,e,h,a,c,f,f,a,e,e,j,i,f,f,c1
i,d,b,c,h,f,h,h,e,i,d,f,b,g,d,e,b,c,d,g,d,g,d,g,f,h,f,b,e,b,d,f,b,h,c,e,b,g,c,i,f,e,b,b,d,h,f,c,i,j,c2
h,d,j,g,e,d,f,e,e,j,d,f,f,d,d,b,i,j,c,h,g,j,g,i,i,j,j,j,e,d,h,h,j,j,f,e,i,j,f,e,b,a,d,h,d,h,f,c,c,c,c4
f,d,j,f,j,h,b,i,d,h,c,a,g,c,i,h,e,a,j,j,f,h,b,i,h,h,j,j,f,h,h,h,c,d,j,i,i,e,e,c,j,i,f,j,b,e,g,i,c,j,c5
i,d,g,b,e,i,j,d,a,i,j,f,b,a,a,j,h,d,h,e,d,g,g,i,f,e,f,e,i,j,f,f,b,g,g,c,a,j,c,c,e,i,h,e,e,a,c,e,i,a,c2
f,b,h,d,i,d,f,i,b,d,e,a,g,i,h,b,e,a,i,g,b,f,g,b,j,c,j,h,f,h,f,g,a,d,g,e,b,e,e,d,h,i,d,j,b,f,j,i,f,g,c5
i,j,e,b,d,i,c,g,b,i,c,f,b,f,c,g,f,g,i,j,b,g,h,j,f,d,f,a,a,j,g,f,b,i,d,b,h,j,c,e,i,c,b,c,b,c,j,f,i,f,c2
d,j,h,b,h,i,a,c,a,g,g,i,a,a,e,i,e,i,e,b,a,i,e,c,g,j,d,e,g,b,i,a,a,a,f,e,b,j,f,d,i,g,f,a,i,j,j,j,f,h,c1
d,f,h,b,h,d,i,c,a,h,g,b,a,i,e,i,a,h,j,b,e,a,g,c,g,j,a,e,i,b,d,h,e,d,i,e,c,d,g,i,h,j,f,f,i,a,a,b,b,d,c1
g,a,b,a,j,d,a,b,c,e,f,g,f,d,d,e,d,a,h,h,g,b,h,b,j,i,e,b,j,j,i,j,i,c,c,e,c,j,b,c,b,a,d,f,h,d,h,c,c,i,c4
f,i,g,i,j,b,h,i,h,h,j,a,g,j,i,e,e,h,d,d,g,c,c,d,i,d,j,i,f,c,f,e,i,d,i,f,a,e,e,d,f,c,i,a,b,a,g,i,h,i,c5
i,i,b,e,b,h,g,j,h,i,e,f,b,b,d,j,f,d,j,d,c,g,f,h,f,e,f,d,f,b,d,f,b,g,g,b,c,e,c,a,f,b,g,g,c,g,j,h,i,c,c2
f,a,j,j,h,f,e,i,d,j,g,a,g,f,j,j,e,d,e,a,b,i,j,c,j,e,j,a,f,c,h,h,h,d,c,j,i,e,e,e,i,j,g,c,h,d,c,i,c,d,c5
f,e,a,b,j,i,j,i,c,g,e,a,g,i,j,h,e,h,c,f,a,b,f,c,g,c,j,c,f,h,i,h,g,d,g,c,d,e,e,a,d,i,d,j,e,g,c,i,f,f,c5
j,g,a,c,f,b,a,d,b,d,c,c,a,b,a,j,g,c,h,e,f,c,f,h,d,i,f,h,g,d,j,h,e,i,g,e,a,a,b,c,a,f,h,i,c,d,e,g,c,f,c3
f,b,j,a,h,j,b,c,a,i,g,d,a,i,e,i,f,e,a,b,g,h,i,c,a,j,h,e,h,b,e,d,f,d,i,e,j,d,j,c,b,b,a,i,i,e,h,b,a,e,c1
i,i,c,i,e,d,h,h,b,e,b,c,f,d,c,i,e,b,b,g,g,e,i,b,d,i,e,c,d,d,d,i,j,c,j,e,b,j,d,e,b,a,d,e,c,f,i,c,c,f,c4
i,b,b,d,j,j,b,h,c,i,f,f,b,i,g,e,j,i,b,h,f,g,g,f,f,b,f,f,e,a,b,f,b,i,a,i,i,j,c,i,i,g,h,d,b,b,e,c,i,j,c2
g,f,h,g,h,h,d,c,a,g,g,f,a,a,e,i,f,h,f,b,j,f,d,c,j,b,e,e,g,j,d,i,h,f,g,e,e,h,i,j,g,f,c,c,d,g,b,i,d,c,c1
g,f,b,g,c,d,b,j,f,g,e,f,f,d,h,f,c,d,a,a,g,h,c,a,a,e,f,b,b,f,d,g,d,f,f,e,h,j,j,i,b,a,d,c,h,h,b,c,c,f,c4
c,d,c,i,d,d,a,i,g,c,i,f,f,d,h,b,e,h,j,i,g,e,b,g,e,a,g,g,j,h,a,e,i,h,a,e,g,j,h,c,b,a,d,j,h,j,j,c,c,g,c4
f,i,i,h,h,j,c,c,a,i,g,b,a,e,e,i,i,b,i,b,c,i,f,c,e,g,e,e,j,i,f,g,f,a,a,e,d,e,j,f,b,j,g,e,f,b,d,a,h,a,c1
b,a,h,g,h,d,a,c,a,e,g,g,a,c,e,i,a,b,a,b,b,h,e,c,c,c,h,e,d,f,b,e,g,a,f,e,b,g,b,b,d,c,c,e,g,a,g,f,c,h,c1
e,e,a,c,f,c,f,d,i,e,b,i,f,d,e,j,b,j,h,c,f,h,e,d,j,e,b,f,b,d,j,h,b,i,i,g,g,a,b,c,f,a,f,f,d,d,a,g,i,a,c3
j,j,e,c,f,j,g,f,i,d,g,b,c,h,d,j,f,a,c,h,f,e,a,d,a,d,h,d,j,d,b,h,i,i,b,e,e,a,b,c,g,a,g,e,e,i,c,g,h,h,c3
b,b,e,b,g,d,i,c,a,g,g,f,f,d,c,a,i,e,f,a,g,g,a,d,d,b,b,e,j,i,b,f,e,a,a,e,c,j,j,i,b,a,d,g,c,h,d,c,c,e,c4
i,f,f,f,d,d,b,d,j,a,d,b,f,d,i,g,i,h,i,g,g,j,g,e,a,j,i,c,e,f,h,b,h,d,i,e,e,j,j,d,b,a,d,e,j,a,e,c,c,b,c4
f,h,f,c,f,i,i,j,g,a,i,f,d,c,e,j,d,c,j,f,f,e,d,d,g,j,e,g,b,d,d,h,f,i,g,e,d,a,b,c,a,j,a,g,a,h,j,g,f,e,c3
a,e,j,c,f,g,c,c,h,e,e,i,h,j,g,j,e,b,f,a,f,e,a,h,h,g,h,c,d,d,f,h,c,i,b,f,j,a,b,c,b,g,d,e,j,f,a,g,f,f,c3
i,i,i,c,f,g,e,c,j,a,g,c,i,a,i,j,f,b,a,g,f,b,j,h,c,a,f,j,g,d,g,h,h,i,c,j,j,a,b,c,g,d,i,c,f,c,a,g,e,g,c3
h,h,b,a,a,d,c,d,g,a,b,e,f,d,f,f,e,d,h,j,g,f,e,f,g,f,j,i,e,b,e,a,e,e,j,e,a,j,j,j,b,a,d,d,g,f,c,c,c,b,c4
i,b,c,b,h,d,i,c,d,h,a,f,f,d,d,e,i,g,j,i,g,i,g,c,b,f,h,i,h,i,d,g,f,d,i,e,b,j,e,h,b,a,d,d,h,d,h,c,c,f,c4
e,b,f,h,c,d,e,d,g,c,h,f,f,d,c,e,h,d,i,c,g,h,j,j,f,i,i,c,h,a,a,f,i,g,g,e,b,j,a,i,b,a,d,i,d,f,j,c,c,c,c4
h,b,d,e,h,j,a,c,a,e,g,j,a,e,e,i,c,g,j,b,e,c,f,c,d,h,b,e,b,j,j,j,i,h,i,e,c,a,j,h,d,a,h,i,g,e,a,j,a,h,c1
a,a,a,c,f,a,g,f,j,b,i,e,a,i,i,j,f,f,c,f,f,b,g,j,b,d,j,b,j,d,a,h,f,i,h,h,f,a,b,c,a,h,c,g,a,d,b,g,d,j,c3
i,a,a,f,j,h,c,b,h,i,b,f,b,g,h,e,d,b,b,g,e,g,a,e,f,c,f,h,b,a,j,f,b,j,j,i,f,g,c,e,g,e,e,b,a,e,j,f,i,b,c2
f,c,a,b,b,c,a,i,f,i,c,a,g,e,j,f,e,g,b,g,f,g,i,e,g,g,j,c,f,h,a,f,f,d,j,c,j,e,e,i,c,g,c,g,b,j,j,i,c,c,c5
f,g,b,j,f,c,a,i,j,f,i,a,g,g,a,a,e,g,j,e,a,j,e,j,c,i,j,d,f,i,e,j,b,d,b,c,f,e,e,a,f,a,e,j,b,e,a,i,f,i,c5
i,e,g,f,h,g,c,c,a,i,g,e,a,d,e,i,e,f,h,b,d,g,g,c,g,c,a,e,c,i,d,c,j,j,d,e,g,i,j,i,c,b,i,i,a,e,b,d,i,h,c1
b,j,i,c,f,g,g,f,a,i,h,e,f,e,e,j,c,c,g,c,f,g,b,g,g,b,i,b,g,d,h,h,j,i,h,i,g,a,b,c,i,c,c,i,e,f,c,g,b,e,c3
i,e,c,j,d,c,j,g,b,i,b,f,b,j,b,a,f,i,d,j,h,g,e,b,f,f,f,b,b,b,e,f,b,h,a,f,j,b,c,b,g,a,b,h,b,i,c,h,i,b,c2
f,b,g,b,h,i,f,i,j,b,j,a,g,h,e,i,e,a,j,h,f,f,i,c,i,d,j,h,f,j,h,h,b,d,e,b,c,e,e,c,e,h,h,j,d,f,d,i,a,g,c5
f,i,d,c,e,j,d,i,e,f,j,a,g,j,f,e,e,c,j,e,c,b,d,i,d,i,j,c,f,i,c,a,c,d,e,j,a,e,e,e,f,f,i,f,j,e,b,i,e,b,c5
i,b,c,j,e,e,c,f,h,i,e,f,b,d,f,a,i,i,i,e,e,g,e,g,f,i,f,b,e,d,f,f,b,a,g,a,g,h,c,g,b,j,g,d,f,b,g,c,i,i,c2
f,f,j,c,f,d,g,a,b,j,a,a,g,h,b,j,h,h,d,j,f,i,i,c,i,f,i,c,e,d,i,h,j,i,d,d,a,a,b,c,g,h,g,d,g,j,c,g,f,b,c3
i,a,h,e,j,g,g,b,f,i,c,f,b,a,c,h,h,g,g,e,j,g,e,i,f,d,f,a,b,g,c,f,b,c,f,e,i,c,c,f,b,h,b,f,a,j,d,b,i,j,c2
d,j,e,j,h,g,h,c,a,h,g,f,a,e,e,i,e,g,c,b,c,i,f,c,f,g,b,e,g,h,j,j,g,c,g,e,j,f,d,i,d,b,a,j,j,b,j,f,c,d,c1
f,i,g,h,i,h,g,i,g,e,i,a,g,e,a,c,e,c,f,j,e,d,f,c,c,f,j,g,f,d,c,c,g,d,d,i,e,e,e,a,f,g,g,g,i,d,b,i,j,g,c5
b,b,b,c,f,c,f,e,i,j,c,e,g,j,h,j,f,g,h,e,f,j,e,e,b,d,j,g,g,d,c,h,b,i,c,h,b,a,b,c,f,j,j,b,d,j,e,g,c,d,c3
j,g,a,f,e,d,h,g,a,a,g,d,f,d,g,f,b,c,a,j,g,i,f,a,g,b,c,j,d,h,b,f,h,e,g,e,e,j,d,h,b,a,d,g,j,f,b,c,c,a,c4
g,e,c,a,h,b,i,c,a,b,g,c,a,b,e,i,b,g,i,b,a,g,c,c,h,b,a,e,a,i,f,h,d,g,b,e,e,c,j,i,b,a,h,i,a,e,a,d,g,g,c1
j,d,g,j,h,g,i,c,a,c,g,j,a,f,e,i,h,a,i,b,c,j,c,c,h,c,f,e,h,a,h,b,c,g,e,e,g,i,a,f,a,c,d,f,j,d,d,b,e,i,c1
h,f,g,c,f,c,j,b,c,e,i,h,a,a,h,j,e,c,h,a,f,e,h,g,j,g,d,b,i,d,f,h,c,i,d,g,h,a,b,c,e,i,b,f,d,b,b,g,d,d,c3
f,f,g,b,e,c,h,i,j,j,h,a,g,a,a,a,e,g,a,h,c,d,f,f,b,h,j,j,f,h,f,f,i,d,g,b,b,e,e,d,j,h,i,h,g,c,a,i,c,b,c5
b,d,e,j,d,d,b,g,f,h,h,b,f,d,j,a,f,f,j,g,g,c,b,j,g,h,c,b,d,c,a,h,j,d,a,e,h,j,f,e,b,a,d,g,j,g,j,c,c,a,c4
b,j,h,c,f,e,g,c,f,c,b,e,i,j,a,j,g,a,e,a,f,i,c,a,b,b,c,c,j,d,j,h,f,i,g,d,g,a,b,c,g,b,g,e,d,h,f,g,b,f,c3
f,j,a,g,c,h,j,i,g,d,e,a,g,c,b,c,e,e,d,g,d,e,f,b,i,h,j,j,f,c,d,d,h,d,b,i,d,e,e,h,a,i,g,d,b,b,c,i,a,b,c5
f,h,g,h,h,d,e,c,a,i,g,c,a,j,e,i,c,h,d,b,c,h,g,c,d,b,j,e,h,j,b,b,g,g,h,e,a,d,c,a,g,j,e,i,b,g,f,g,j,g,c1
d,h,h,c,f,j,b,a,e,a,g,b,f,b,h,j,i,a,h,h,f,g,e,c,d,e,g,a,i,d,d,h,g,i,a,d,g,a,b,c,c,e,f,c,c,b,f,g,j,f,c3
a,c,g,f,h,c,e,c,a,e,g,i,a,b,e,i,i,f,b,b,j,b,g,c,j,i,g,e,h,c,j,i,f,j,c,e,h,e,b,f,a,a,i,a,e,i,d,c,c,i,c1
j,b,d,c,b,d,e,j,d,i,g,d,f,d,a,i,b,d,j,a,g,j,d,f,h,f,a,i,g,g,a,b,j,j,a,e,j,j,a,c,b,a,d,i,d,a,a,c,c,j,c4
g,a,c,c,f,h,j,f,c,i,b,f,a,f,b,j,a,e,e,i,f,h,g,d,g,e,c,c,g,d,c,h,c,i,a,e,j,a,b,c,g,j,c,j,d,b,c,g,f,f,c3
f,h,c,c,f,a,d,i,h,c,h,b,f,b,g,j,i,c,j,b,f,j,c,d,d,d,a,b,b,d,g,h,f,i,j,j,g,a,b,c,f,h,d,e,e,i,a,g,b,f,c3
f,a,b,b,h,h,c,i,d,g,c,a,g,d,b,g,e,j,g,i,i,j,b,i,b,b,j,i,f,g,h,g,j,d,f,f,a,e,e,d,g,a,f,i,e,c,e,i,h,f,c5
f,f,d,d,b,d,g,f,c,g,b,g,f,d,b,h,b,a,c,e,g,b,g,i,a,h,i,c,j,h,g,c,b,e,j,e,j,j,d,b,b,a,d,f,j,d,c,c,c,g,c4
f,c,b,c,f,h,g,d,a,g,c,f,g,j,d,j,b,i,f,g,f,j,h,e,j,j,a,a,a,d,i,h,d,i,j,b,c,a,b,c,f,c,a,i,e,d,c,g,a,c,c3
i,c,h,e,a,g,f,d,e,i,i,f,b,j,d,c,c,i,i,i,h,g,d,c,f,e,f,h,d,j,h,f,b,e,f,f,e,i,c,i,c,g,a,b,d,e,e,a,i,c,c2
h,g,c,j,h,a,d,c,a,c,g,i,a,g,e,i,f,c,c,b,h,i,g,c,e,b,a,e,c,e,h,c,a,g,c,e,e,h,j,j,f,e,b,a,a,h,g,i,e,c,c1
i,h,j,f,i,b,f,i,i,i,d,f,b,j,i,f,f,c,h,h,e,g,g,e,f,d,f,d,f,g,g,f,b,a,a,f,e,h,c,a,a,c,b,e,g,e,f,c,i,c,c2
b,g,h,i,e,d,e,f,d,b,b,j,f,d,b,j,e,d,d,e,g,b,c,a,a,c,d,i,f,e,h,b,d,e,j,e,b,j,f,d,b,a,d,i,d,j,c,c,c,a,c4
f,j,j,h,c,g,c,i,h,g,b,a,g,f,b,e,e,g,e,b,e,e,i,f,c,j,j,a,f,i,a,j,c,d,j,e,h,e,e,c,g,i,c,d,h,h,h,i,g,d,c5
a,b,j,c,h,c,h,c,a,b,g,b,a,g,e,i,b,a,b,b,d,h,j,c,c,i,a,e,i,c,a,c,d,b,h,e,g,d,e,b,g,h,b,e,d,h,e,f,j,a,c1
i,d,c,h,e,c,c,b,f,i,b,f,b,h,g,a,c,g,i,h,f,g,b,a,f,j,f,j,e,e,d,f,b,e,g,d,i,e,c,f,i,c,e,h,i,b,j,i,i,d,c2
e,a,i,c,f,b,h,e,a,e,g,e,g,d,g,j,i,d,d,i,f,h,a,d,j,a,b,d,d,d,d,h,d,i,a,c,a,a,b,c,c,i,j,f,e,e,d,g,h,e,c3
f,g,i,g,h,j,i,c,a,a,g,i,a,e,e,i,c,b,a,b,c,h,g,c,f,g,a,e,b,g,c,j,f,a,g,e,a,j,d,f,g,h,b,g,c,b,a,d,b,h,c1
f,g,c,g,c,a,c,i,j,d,j,a,g,h,h,j,e,i,d,c,f,a,j,f,a,a,j,b,f,e,j,f,c,d,e,h,c,e,e,d,a,e,b,i,h,i,a,i,h,e,c5
g,f,h,c,f,c,f,a,d,a,d,g,c,h,h,j,b,b,b,b,f,d,b,f,h,e,e,d,f,d,j,h,b,i,f,c,h,a,b,c,j,e,e,a,d,b,b,g,d,h,c3
b,j,a,e,h,e,e,c,a,j,g,d,a,b,e,i,j,j,j,b,h,h,e,c,a,d,e,e,d,a,a,a,h,c,g,e,f,h,i,h,j,a,g,g,j,j,d,j,h,g,c1
f,e,b,e,a,d,c,i,i,g,f,a,g,f,d,c,e,c,b,j,d,a,c,j,e,j,j,c,f,c,e,j,g,d,i,j,f,e,e,d,b,d,d,i,e,e,g,i,i,g,c5
d,i,d,g,c,d,a,j,a,i,d,g,f,d,h,c,b,a,i,d,g,e,b,e,j,b,g,j,f,h,a,a,b,b,i,e,d,j,b,d,b,a,d,g,e,i,j,c,c,e,c4
i,e,h,d,j,a,d,c,h,i,b,f,b,j,d,b,d,i,j,e,g,g,f,e,f,c,f,h,d,c,b,f,b,c,i,d,f,i,c,i,e,b,h,c,b,e,f,i,i,i,c2
h,j,d,c,f,j,i,i,a,h,g,h,f,i,j,j,b,h,d,g,f,f,d,e,j,c,h,c,c,d,j,h,f,i,f,c,g,a,b,c,f,f,d,f,e,e,j,g,h,i,c3
i,g,a,b,e,b,b,f,e,i,i,f,b,j,a,f,i,c,b,e,c,g,h,i,f,a,f,e,a,i,d,f,b,i,e,j,e,d,c,a,h,b,i,j,g,j,f,j,i,e,c2
i,f,f,h,h,b,c,h,c,i,c,f,b,h,g,g,e,j,d,b,g,g,h,j,f,d,f,j,a,e,c,f,b,b,i,b,j,c,c,i,g,i,j,j,a,a,e,j,i,j,c2
f,i,a,a,c,j,c,i,g,f,b,a,g,i,d,i,e,i,e,c,h,b,h,b,b,j,j,b,f,b,c,c,i,d,d,d,c,e,e,i,i,g,i,i,c,b,a,i,a,i,c5
j,d,a,e,c,d,g,h,d,b,c,e,f,d,a,i,a,c,j,e,g,f,g,c,e,d,b,a,i,g,h,a,g,j,f,e,i,j,j,f,b,a,d,a,c,h,d,c,c,c,c4
i,g,b,d,a,a,b,g,c,i,g,f,b,d,d,b,b,d,d,d,g,g,c,a,f,a,f,b,a,a,j,f,b,a,c,g,a,b,c,h,h,j,i,d,c,g,g,h,i,g,c2
c,j,h,d,h,a,a,c,a,f,g,h,a,h,e,i,g,g,a,b,j,i,g,c,f,c,g,e,d,e,h,h,j,h,b,e,j,f,b,i,d,j,c,i,a,b,h,i,b,i,c1
i,e,h,i,f,b,g,d,f,i,j,f,b,a,j,e,j,g,g,a,j,g,d,d,f,j,f,a,e,i,e,f,b,d,c,j,g,i,c,h,h,h,f,i,f,d,f,b,i,d,c2
f,h,g,a,j,j,g,i,j,h,h,a,g,c,g,b,e,g,g,j,a,d,a,h,h,a,j,g,f,a,e,f,d,d,h,e,c,e,e,f,f,e,a,c,d,g,h,i,b,d,c5
d,d,b,c,f,f,a,a,d,a,j,g,h,i,d,j,f,e,e,b,f,e,b,b,b,h,b,c,f,d,b,h,d,i,j,g,c,a,b,c,b,h,e,j,f,h,c,g,c,d,c3
d,g,h,f,i,d,a,j,j,f,i,a,f,d,d,g,a,a,f,j,g,i,h,d,i,j,h,e,e,h,e,e,g,h,c,e,h,j,g,b,b,a,d,g,c,b,g,c,c,e,c4
f,e,g,a,e,j,d,i,a,j,h,a,g,h,d,a,e,h,g,g,e,b,e,d,c,b,j,g,f,g,b,d,c,d,d,f,b,e,e,e,b,d,b,c,i,g,f,i,a,e,c5
i,h,c,j,h,d,f,h,c,f,j,a,f,d,b,a,h,i,i,e,g,f,c,f,g,i,c,e,d,i,e,i,b,c,i,e,b,j,f,i,b,a,d,d,a,e,d,c,c,j,c4
h,b,h,c,f,e,i,i,f,g,b,i,e,e,h,j,h,f,f,a,f,h,d,f,i,e,b,b,b,d,i,h,h,i,g,e,j,a,b,c,e,d,h,b,h,i,h,g,f,h,c3
f,g,e,d,a,h,a,i,j,b,e,a,g,d,f,e,e,d,g,i,d,b,f,j,a,b,j,a,f,i,c,d,h,d,g,a,e,e,e,f,j,f,e,a,a,b,e,i,f,i,c5
d,i,j,c,h,i,a,c,a,c,g,g,a,j,e,i,f,b,a,b,h,i,e,c,a,h,a,e,g,c,a,i,d,c,f,e,d,g,f,c,f,d,g,h,f,g,f,e,a,f,c1
d,b,i,b,c,d,f,h,i,g,f,g,f,d,d,c,a,e,b,i,g,i,h,i,e,f,c,b,a,a,c,c,e,a,b,e,d,j,b,e,b,a,d,b,d,g,a,c,c,d,c4
f,d,a,a,i,d,c,g,a,i,i,e,f,d,h,f,d,b,a,c,g,i,j,b,f,j,g,j,f,b,e,a,c,f,i,e,i,j,e,d,b,a,d,h,f,e,c,c,c,i,c4
d,g,c,b,h,d,i,b,i,b,d,f,f,d,h,g,e,d,c,i,g,g,i,g,f,d,c,d,i,a,f,d,i,g,b,e,d,j,e,b,b,a,d,j,j,i,g,c,c,g,c4
j,e,e,c,f,d,h,j,c,g,b,g,a,f,d,j,h,e,d,b,f,h,j,e,c,b,i,c,g,d,a,h,a,i,j,e,j,a,b,c,h,f,a,h,g,j,b,g,i,e,c3
